,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
1007,Lesotho,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1008,Lithuania,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1009,Lithuania,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1010,Lithuania,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1011,Lithuania,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1012,Lithuania,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1013,Lithuania,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1014,Lithuania,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1015,Luxembourg,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1016,Luxembourg,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1017,Luxembourg,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1018,Luxembourg,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1019,Luxembourg,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1020,Luxembourg,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1021,Luxembourg,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1022,Latvia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1023,Latvia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1024,Latvia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1025,Latvia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1026,Latvia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1027,Latvia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1028,Latvia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1029,Macao,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1030,Macao,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1031,Macao,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1032,Macao,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1033,Macao,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1034,Macao,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1035,Macao,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1036,Morocco,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1037,Morocco,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1038,Morocco,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1039,Morocco,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1040,Morocco,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1041,Morocco,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1042,Morocco,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1043,Monaco,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1044,Monaco,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1045,Monaco,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1046,Monaco,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1047,Monaco,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1048,Monaco,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1049,Monaco,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1050,Moldova,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1051,Moldova,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1052,Moldova,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1053,Moldova,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1054,Moldova,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1055,Moldova,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1056,Moldova,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1057,Madagascar,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1058,Madagascar,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1059,Madagascar,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1060,Madagascar,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1061,Madagascar,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1062,Madagascar,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1063,Madagascar,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1064,Mexico,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1065,Mexico,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1066,Mexico,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1067,Mexico,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1068,Mexico,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1069,Mexico,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1070,Mexico,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1071,Mali,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1072,Mali,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1073,Mali,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1074,Mali,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1075,Mali,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1076,Mali,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1077,Mali,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1078,Malta,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1079,Malta,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1080,Malta,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1081,Malta,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1082,Malta,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1083,Malta,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1084,Malta,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1085,Myanmar,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1086,Myanmar,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1087,Myanmar,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1088,Myanmar,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1089,Myanmar,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1090,Myanmar,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1091,Myanmar,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1092,Mongolia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1093,Mongolia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1094,Mongolia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1095,Mongolia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1096,Mongolia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1097,Mongolia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1098,Mongolia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1099,Mozambique,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1100,Mozambique,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1101,Mozambique,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1102,Mozambique,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1103,Mozambique,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1104,Mozambique,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1105,Mozambique,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1106,Mauritania,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1107,Mauritania,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1108,Mauritania,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1109,Mauritania,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1110,Mauritania,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1111,Mauritania,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1112,Mauritania,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1113,Mauritius,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1114,Mauritius,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1115,Mauritius,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1116,Mauritius,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1117,Mauritius,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1118,Mauritius,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1119,Mauritius,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1120,Malawi,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1121,Malawi,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1122,Malawi,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1123,Malawi,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1124,Malawi,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1125,Malawi,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1126,Malawi,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1127,Malaysia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1128,Malaysia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1129,Malaysia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1130,Malaysia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1131,Malaysia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1132,Malaysia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1133,Malaysia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1134,Namibia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1135,Namibia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1136,Namibia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1137,Namibia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1138,Namibia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1139,Namibia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1140,Namibia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1141,Niger,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1142,Niger,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1143,Niger,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1144,Niger,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1145,Niger,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1146,Niger,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1147,Niger,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1148,Nigeria,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1149,Nigeria,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1150,Nigeria,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1151,Nigeria,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1152,Nigeria,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1153,Nigeria,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1154,Nigeria,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1155,Nicaragua,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1156,Nicaragua,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1157,Nicaragua,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1158,Nicaragua,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1159,Nicaragua,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1160,Nicaragua,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1161,Nicaragua,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1162,Netherlands,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1163,Netherlands,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1164,Netherlands,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1165,Netherlands,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1166,Netherlands,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1167,Netherlands,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1168,Netherlands,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1169,Norway,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1170,Norway,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1171,Norway,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1172,Norway,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1173,Norway,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1174,Norway,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1175,Norway,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1176,Nepal,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1177,Nepal,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1178,Nepal,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1179,Nepal,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1180,Nepal,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1181,Nepal,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1182,Nepal,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1183,New Zealand,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1184,New Zealand,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1185,New Zealand,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1186,New Zealand,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1187,New Zealand,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1188,New Zealand,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1189,New Zealand,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1190,Oman,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1191,Oman,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1192,Oman,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1193,Oman,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1194,Oman,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1195,Oman,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1196,Oman,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1197,Pakistan,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1198,Pakistan,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1199,Pakistan,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1200,Pakistan,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1201,Pakistan,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1202,Pakistan,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1203,Pakistan,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1204,Panama,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1205,Panama,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1206,Panama,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1207,Panama,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1208,Panama,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1209,Panama,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1210,Panama,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1211,Peru,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1212,Peru,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1213,Peru,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1214,Peru,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1215,Peru,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1216,Peru,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1217,Peru,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1218,Philippines,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1219,Philippines,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1220,Philippines,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1221,Philippines,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1222,Philippines,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1223,Philippines,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1224,Philippines,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1225,Papua New Guinea,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1226,Papua New Guinea,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1227,Papua New Guinea,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1228,Papua New Guinea,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1229,Papua New Guinea,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1230,Papua New Guinea,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1231,Papua New Guinea,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1232,Poland,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1233,Poland,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1234,Poland,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1235,Poland,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1236,Poland,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1237,Poland,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1238,Poland,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1239,Puerto Rico,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1240,Puerto Rico,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1241,Puerto Rico,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1242,Puerto Rico,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1243,Puerto Rico,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1244,Puerto Rico,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1245,Puerto Rico,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1246,Portugal,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1247,Portugal,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1248,Portugal,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1249,Portugal,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1250,Portugal,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1251,Portugal,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1252,Portugal,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1253,Paraguay,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1254,Paraguay,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1255,Paraguay,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1256,Paraguay,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1257,Paraguay,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1258,Paraguay,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1259,Paraguay,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1260,Palestine,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1261,Palestine,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1262,Palestine,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1263,Palestine,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1264,Palestine,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1265,Palestine,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1266,Palestine,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1267,Qatar,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1268,Qatar,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1269,Qatar,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1270,Qatar,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1271,Qatar,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1272,Qatar,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1273,Qatar,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1274,Kosovo,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1275,Kosovo,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1276,Kosovo,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1277,Kosovo,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1278,Kosovo,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1279,Kosovo,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1280,Kosovo,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1281,Romania,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1282,Romania,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1283,Romania,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1284,Romania,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1285,Romania,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1286,Romania,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1287,Romania,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1288,Russia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1289,Russia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1290,Russia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1291,Russia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1292,Russia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1293,Russia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1294,Russia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1295,Rwanda,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1296,Rwanda,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1297,Rwanda,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1298,Rwanda,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1299,Rwanda,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1300,Rwanda,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1301,Rwanda,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1302,Saudi Arabia,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1303,Saudi Arabia,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1304,Saudi Arabia,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1305,Saudi Arabia,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1306,Saudi Arabia,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1307,Saudi Arabia,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1308,Saudi Arabia,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1309,Sudan,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1310,Sudan,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1311,Sudan,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1312,Sudan,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1313,Sudan,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1314,Sudan,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1315,Sudan,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1316,Senegal,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1317,Senegal,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1318,Senegal,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1319,Senegal,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1320,Senegal,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1321,Senegal,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1322,Senegal,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1323,Singapore,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1324,Singapore,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1325,Singapore,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1326,Singapore,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1327,Singapore,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1328,Singapore,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1329,Singapore,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1330,Solomon Islands,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1331,Solomon Islands,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1332,Solomon Islands,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1333,Solomon Islands,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1334,Solomon Islands,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1335,Solomon Islands,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1336,Solomon Islands,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1337,Sierra Leone,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1338,Sierra Leone,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1339,Sierra Leone,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1340,Sierra Leone,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
1341,Sierra Leone,,2021-01-05,2,2,1,2,1,2,1,2,1,2,1,2
1342,Sierra Leone,,2021-01-06,2,2,1,2,1,2,1,2,1,2,1,2
1343,Sierra Leone,,2021-01-07,2,2,1,2,1,2,1,2,1,2,1,2
1344,El Salvador,,2021-01-01,2,2,1,2,1,2,1,2,1,2,1,2
1345,El Salvador,,2021-01-02,2,2,1,2,1,2,1,2,1,2,1,2
1346,El Salvador,,2021-01-03,2,2,1,2,1,2,1,2,1,2,1,2
1347,El Salvador,,2021-01-04,2,2,1,2,1,2,1,2,1,2,1,2
